code_chorus;id;designation_site;designation_batiment_terrain;type;fonction;adresse;ville;dept;code_postal;code_insee;libelle_nouvelle_region;pays;latitude;longitude;ministere;libelle_gestionnaire;type_gestionnaire;libelle_proprietaire;type_proprietaire;surface_m2;consommation_kwh_ef;type_de_chauffage;etat_de_sante;annee_de_construction;tri_des_dechets;erp;date_de_reference
RALP/111111/155762;IB00100033817;INSPECTION ACADEMIQUE;INSPECTION ACADEMIQUE;Bureau;Inspection Académique;131  AV DE LYON;Chambéry;73;73000;73065;Auvergne - Rhône-Alpes;France;45.56376;5.917299;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;1659.0;29661.05;;Satisfaisant;1968;Oui;Oui;2021-12-31
"DS@@Q(4([QDZJK1^6&13+)/D6XYPRK_'4:5%^T2G.;J1&/J++7A$]4;\%2Q#FP&>?H_.";J[ZPDJ(7A$=22JY,X(>8R+;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;66;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;1951;;Non;2021-12-31
"F:E+57HZ8Z9<&48$:#+DW+/I?!K^!)3BCE_[/=99N/J5./G;LN8MO!*\WB_3&KTUQ]?#";DB#&NT+)`3<4P:>$`[_9T#;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;16;;;Nouvelle Aquitaine;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Peu satisfaisant;1955;;Non;2021-12-31
"KP,:<9(Z.T'2CW7X,5/[.+/F+V*2W!;\$2A/]Z7LB`B])/MVLF-9_T2C8ZZ%9X!B,B%,";"K""W#+7-+6C3*?]9@^Z=X0""";SITE BARONNIES;BARONNIES;Espace naturel;Espace naturel;;Propiac;26;26170;26256;Auvergne - Rhône-Alpes;France;44.278224;5.197931;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;10827703.0;;;;;;Non;2021-12-31
"NL&!4]$M?*K-F7IH>).]L$/CC9[=;7/9D-@#\[HT>,A5(/HJF`4R;L'<F@@2NQQIWEG!";"K[;NRY<>3"";F$!FUY\SAB/";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;76;;;Normandie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;162.0;;;Satisfaisant;1835;;Non;2021-12-31
"NL&!4]$M?*K-F7IH>).]L$/N8SRH$+_W$YU=6LY(E%XM*/KGT16\XQ4S.#F;9&VQIOY+";"D0L8R0MG2;.GQ;`MF5`Z>)";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;76;;;Normandie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Non;2021-12-31
"P'\>2$$=;!(=.1JT@;Z!0!/PDC-CBS2L3<B;G36#FPBQ0/K$FOR]H+M;7IX'H2U_@HW(";C9O9?/L$Z<$^$8CT=9K.4(;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;72;;;Pays de la Loire;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Peu satisfaisant;;;Non;2021-12-31
NORP/115775/176264;IB00100036810;Palais de Justice de Calais;TI  CPH CALAIS;Bureau;Tribunal;15  PL CREVECOEUR;Calais;62;62100;62193;Hauts de France;France;50.944607;1.859808;Justice;Justice (services judiciaires);Etat;COMMUNE  Partenaire générique;Commune;1337.0;196032.19;Gaz naturel;Satisfaisant;1860;Non;Oui;2021-12-31
"G""E<L_+212O/?8TN[""6RE-/E)NHQVIL7T`'0G42[J$`9*/AO-<G%O2$C39D\\7\9*FU-";"OJ`%1D;N6U/QD(E]AY:!_.";S.N.M.;R.N.M.;Bureau;Bureau;LD MARCHE GARE;Boé;47;47550;47031;Nouvelle Aquitaine;France;44.174422;0.661064;Agriculture;Agriculture (DRAAF);Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;155.0;;;;;;Oui;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/G33FNI+:VCG;,FRR#,RIU(/J6_K6M'-W#+G_:-""RH5G-!";K%$I?V13]RDY*P--<R981*;SITE JOUY;JOUY;Espace naturel;Espace naturel;;;77;;;Ile-de-France;France;-;-;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;16264699.0;;;;;;Non;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/K2G0%E%4\SD9>HHW3SRS9-/K""9\*-W*/KUI\-S]OT^QK&";I(*TG!MIKY`*59:>Z^/P_*;TREFONDS exploité par Lafarge Plâtres;TREFONDS exploité par Lafarge Plâtres;Espace naturel;Espace naturel;NR;Bouffémont;95;95570;95091;Ile-de-France;France;49.040831;2.313778;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;1260.0;;;;;;Non;2021-12-31
"O,:U""ER6P4B`^+8Z60T-3%/JOY8I6,"",$9LB/VP4`KXM""/B>MVOQQCDKMG$GQ&>T!UK,";"F8J=U3D^Z_@F!""9S'>,,V""";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;974;;;Départements d'Outre-Mer;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;;1980;;Non;2021-12-31
"O;]D')`T)&>RY6]""<_D(T!/N^\S,5V_'#RWC[AG!NF]]!/FU%5""@RNEK-V'H4\R]GXK$";M-<.NB6*>_YH`-($`&K>$!;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;67;;;Grand-Est;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;1895;Non;Non;2021-12-31
NORP/133928/167010;IB00100010244;CPI de Bruay;CEF BATIMENT A;Bâtiment sanitaire ou social;Bât. social avec hébergement;ALL DU CHATEAU;Bruay-la-Buissière;62;62700;62178;Hauts de France;France;50.491505;2.561198;Justice;Protection Judiciaire de la Jeunesse;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;446.0;65497.997;Gaz naturel;Satisfaisant;1972;Non;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/B'G1#82VX$G"")1*1=LE\-""/C(;R]IPBID*?)S_ZV)!LE*";"JK*?D&""72MM;D5""J^&[$6.";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bâtiment d'enseignement ou de sport;Bât. d'instruction/formation;0  Avenue YACOUB EL MANSOUR;MOHAMMEDIA;N/A;99000;MA011;Étranger;Maroc;;;Affaires étrangères;AEFE-Agence pour l'enseignement fançais à l'étranger;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;387.0;;;;1960;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/BDRS.CN%WSVLE:X_K.8_Y-/JU=#+0Z06$IB8?M6#5SAM.";GDE'9\.VY0K6Q+,K_T8QF/;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bureau;Ambassade;51  rue Capois, Place des Héros de l'Indépendance;PORT-AU-PRINCE;N/A;99000;HT002;Étranger;Haiti;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;90.0;;;;;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/KR%9Y-@H?T;Y/F\[R(@U)*/G#JV)^E[2$G)52MUA4BM-""";"FY3Y3.#7:EZ<WQ#UG%\?;'";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bâtiment d'enseignement ou de sport;Bâtiment scolaire/enseignement;32  AVENIDA DUARTE PACHECO;LISBONNE;N/A;9900;PT002;Étranger;Portugal;;;Affaires étrangères;AEFE-Agence pour l'enseignement fançais à l'étranger;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;0.0;;;;;;Oui;2021-12-31
DOM1/133006/515725;IB00100336122;SITE PENITENTIAIRE DUCOS;CENTRE DE SERVICE PARTAGE;Bâtiment sanitaire ou social;Bâtiment pénitentiaire;0  Lieu-dit HABITATION CHAMPIGNY;Ducos;972;97000;97207;Départements d'Outre-Mer;France;14.576636;-60.987679;Justice;Services Pénitentiaires;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;0.0;;;;;;Oui;2021-12-31
DOM2/213782/509957;IB00100331248;Bail archives;Archives;Bâtiment technique;Bâtiment de stockage;291  avenue du Général des Gaulle;Saint-Pierre;974;97410;97416;Départements d'Outre-Mer;France;-21.361774;55.530885;Justice;Justice (services judiciaires);Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;100.0;;;;;;Non;2021-12-31
"O,:U""ER6P4B`^+8Z60T-3%/IN4D\E:T`$DJA(K1-[""E=0/POP!5PFC%DB+QH5]G@""JE0";DX.N38C7]+CJ,-D!I[^3C.;Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;974;;;Départements d'Outre-Mer;France;;;Justice;Services Pénitentiaires;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;90.0;;;;;;Non;2021-12-31
"O,J(Q<>+_?_`^W+4,/!J^(/HXO:\R8B9D6?FX(<?(;\E+/P'*1LN4S4K,X4MBTJ@;H;%";GFNZPZI'A_%R-'=R*B'=&(;Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;988;;;Collectivités et territoires d'Outre-Mer;France;;;Justice;Services Pénitentiaires;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;91.0;;;Satisfaisant;;Non;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/P,G]78@PSCD\77*<K4>A%-/DV!/^LEBS#9R8F5*N'WOM""";"G)ETY@-#_<""V9_C1-5I;)""";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Espace naturel;Terrain en friche;82 E  DRAMMENSVEIEN;OSLO;N/A;9900;NO001;Étranger;Norvège;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;Organismes publics étrangers;Autre Proprié.;810.0;;;;;;Non;2021-12-31
"I5+@C$WMLM]/;9V+""ESLU!/PG=AN1Y?P3K07;S-T39[A#/KBR.,!='$#$+EJ8=DO]K=(";"CC<B?34@$KM0P8Z""L,G;O)";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;31;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Non;2021-12-31
"NL&!4]$M?*K-F7IH>).]L$/NJ&4IP4O4TZ6;5,-QSFLY(/C/+Y[9*VT#,R4SI/#9_L=""";KSVSI`D28I'ZRL/*8V@_J0;SITE ARQUES;ARQUES;Espace naturel;Espace naturel;;;76;;;Normandie;France;-;-;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;9965818.0;;;;;;Non;2021-12-31
RALP/140332/139256;IB00100030188;TRIBUNAL D INSTANCE NANTUA;TRIBUNAL D INSTANCE NANTUA;Bureau;Tribunal;PL D'ARMES;Nantua;1;01130;01269;Auvergne - Rhône-Alpes;France;46.152439;5.607349;Justice;Justice (services judiciaires);Etat;DEPARTEMENT  Partenaire générique;Département;482.0;9810.37;Gaz naturel;Très satisfaisant;1841;Oui;Oui;2021-12-31
"F:E+57HZ8Z9<&48$:#+DW+/N1/6NU:1YT^0Y3$ZLC&EY//G1_8RCAI),\G<6X9:.?LS""";LMVZMO7M[B9^]X0OX*OYF';Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;16;;;Nouvelle Aquitaine;France;;;Justice;Protection Judiciaire de la Jeunesse;Etat;PERSONNE PHYSIQUE;Personne Physique;0.0;;;;;;Non;2021-12-31
"P[(D'+'+,UJ=YM^ZS!,<V-/CVW4AHCU^$,""IX/YSWIY=""/EWG!TR/JQ?S&_9+66Z\U<(";"A3*K\:5TG1?$T7M/""Z'VS-";Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;13;;;Provence-Alpes-Côte-d'Azur;France;;;Justice;Services Pénitentiaires;Etat;PERSONNE PHYSIQUE;Personne Physique;154.13;;;;;;Non;2021-12-31
PACA/140461/513651;IB00100334419;TRIBUNAL JUDICIAIRE D'AIX EN PROVENCE;TRIBUNAL JUDICIAIRE D'AIX EN PROVENCE;Bureau;Tribunal;40  BD CARNOT;Aix-en-Provence;13;13100;13001;Provence-Alpes-Côte-d'Azur;France;43.527538;5.455499;Justice;Justice (services judiciaires);Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;6568.0;;;;;;Oui;2021-12-31
BNOR/112090/199336;IB00100037197;RECTORAT;RECTORAT;Bureau;Rectorat;168  R CAPONIERE;Caen;14;14000;14118;Normandie;France;49.177789;-0.381064;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;DEPARTEMENT  Partenaire générique;Département;7753.91;749068.392;;Très satisfaisant;1885;Non;Oui;2021-12-31
RALP/118505/139756;IB00100037172;RECLY CIO BELLEGARDE SUR VALSERINE;CIO BELLEGARDE SUR VALSERINE et IEN PAYS DE GEX SUD;Bureau;Centre d'information et d'orientation;12  R FREDERIC JOLIOT CURIE;Valserhône;1;01200;01033;Auvergne - Rhône-Alpes;France;46.119265;5.812801;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;342.0;29030.38;Electricité;Peu satisfaisant;1977;Non;Oui;2021-12-31
LANG/190040/402412;IB00100240099;IEN MARVEJOLS;IEN MARVEJOLS;Bureau;Inspection de l'Education Nationale;6  Victor Cordesse;Marvejols;48;48100;48092;Occitanie;France;44.553288;3.2918;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;COMMUNE  Partenaire générique;Commune;115.0;27498.81;;Satisfaisant;;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/PF?2>-@*LT0<2(SQ9WC\9&/F^5'[Z[WRCH4T+,>^7.P%(";G'5@Q.U>>I-Z$RQ38>CLO#;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bureau;Consulat;1  RUE AIMEUR BRAHIM;ORAN;N/A;99000;DZ006;Étranger;Algerie;;;Affaires étrangères;Consulats.;Etat;Organismes publics étrangers;Autre Proprié.;525.0;;;;;;Oui;2021-12-31
IDF1/134010/362361;IB00100199093;CITÉ DE LA CÉRAMIQUE;Bâtiment 7 & 8;Bâtiment technique;Installation production indus.;2  PL DE LA MANUFACTURE;Sèvres;92;92310;92072;Ile-de-France;France;48.828944;2.22425;Culture;Etablissement public Cité de la céramique Sèvres et Limoges;EPA;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;5088.0;1192614.8;;Satisfaisant;;Oui;Non;2021-12-31
LORR/105181/163180;IB00100035493;PALAIS DE JUSTICE  METZ;PALAIS DE JUSTICE DE METZ;Bureau;Tribunal;3  R HAUTE PIERRE;Metz;57;57000;57463;Grand-Est;France;49.116836;6.171156;Justice;Justice (services judiciaires);Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;13989.0;11295.0;;Satisfaisant;1776;Non;Oui;2021-12-31
PICA/151017/226457;IB00100088653;Service Pénitentiaire Insertion Probation;Service Pénitentiaire Insertion Probation;Bureau;Immeuble de bureaux;26  R VOLTAIRE;Creil;60;60100;60175;Hauts de France;France;49.265068;2.479324;Justice;Services Pénitentiaires;Etat;INTERCOMMUNALITE EPCI (Communauté de communes, d'agglo, communauté urbaine et métropole) Partenaire générique;EPCI;313.0;;;Satisfaisant;;;Oui;2021-12-31
"EL7?EA[BJ0&.;)[CUKB>S*/F/ZQMB&!AT7<3%?KQ>6I)//E;S[+V4M2\;'E>14S%.K?*";"LRC""W1R(QPCI`5O4E1U(E!";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;59;;;Hauts de France;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;100.0;;;Satisfaisant;1976;;Non;2021-12-31
"KP,:<9(Z.T'2CW7X,5/[.+/H[2=P(D3%TZD5""#C_YSSY(/G;3U>&99(<C#SEG""JBWOW%";IT*6]U$^@IM^IQY=X<[MR,;SITE LEONCEL (Dom);LEONCEL (Dom);Espace naturel;Espace naturel;;Charpey;26;26300;26079;Auvergne - Rhône-Alpes;France;44.939434;5.091261;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;6318650.0;;;;;;Non;2021-12-31
"KP,:<9(Z.T'2CW7X,5/[.+/JZ,I8B@DWT@1Q:FS2@QE9""/EQ11=LK2&+$&YJO-]YJ`S$";"HT,);?+\V9N8P8Y8`3EBY""";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;38;;;Auvergne - Rhône-Alpes;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;24.0;;;Satisfaisant;1890;;Non;2021-12-31
"P'\>2$$=;!(=.1JT@;Z!0!/P/687'D5+D+F)J""^;2@FU+/A.F6%;FV@S>TA2&'MDF`Y'";O0)[)9Q=&WW!^O[XK93#/.;ECOLE NATIONALE D EQUITATION - LE CADRE NOIR;CAFETERIA;Bâtiment sanitaire ou social;Bâtiment sanitaire ou social;AV DE L'ECOLE NATIONALE;Saumur;49;49400;49328;Pays de la Loire;France;47.263532;-0.129081;Agriculture;IFCE - Institut français du cheval et de l'équitation;EPA;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;408.0;;;Satisfaisant;1990;;Oui;2021-12-31
"P[(D'+'+,UJ=YM^ZS!,<V-/HG@IAO8XB#.MU//[?(RN]""/E@.X/8'`D,[1A?^G<TJDC!";L-+ROD%)E-!DE4Z`3IJ:*+;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;5;;;Provence-Alpes-Côte-d'Azur;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;0001;;Non;2021-12-31
"P'\>2$$=;!(=.1JT@;Z!0!/A_A7,S9Q_C*Y)A9K4.1[E*/EV34GG']6[.D]H$""$PYR/""";"OJ#'$DNY-""C[_*DZ>0KZE%";CAMPUS D'ANGERS;BATIMENT E;Bâtiment d'enseignement ou de sport;Bâtiment d'enseignement ou de sport;2  Rue LE NOTRE;Angers;49;49000;49007;Pays de la Loire;France;47.476715;-0.607026;Agriculture;INESAAE – l’institut Agro;EPSCP;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;3028.88;363724.59;;Peu satisfaisant;2000;Oui;Oui;2021-12-31
"G""E<L_+212O/?8TN[""6RE-/HL[EE1++U3M14-A*O$BX!./B8AMS%5/;K6B<KC2CF]^['";C]Z,@@-FOFAPL!L[>2NOK0;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;33;;;Nouvelle Aquitaine;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Non;2021-12-31
"K+Q""+.MRN=T2(.JQJG]+]*/B.""E:9+8,3PEO!V(>&,^Q'/G35(?6,'K<D+M24C.O[I''";E%KGFT'==1J=<^96![@%&#;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;89;;;Bourgogne - Franche-Comté;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;36.0;;;Satisfaisant;1905;;Non;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/C^KY./Y`X#_;!LJ;=/MW-0/HP.8D&Z^2,240S7K<@AU3&";F/L/ND:HB':6R!'/T:&+_.;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;78;;;Ile-de-France;France;;;Agriculture;Agro Paris Tech - Inst des sciences du vivant et de l'environnement;EPSCP;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;65.0;;Fioul domestique : pétrole brut, gazole, fioul domestique;Satisfaisant;;;Non;2021-12-31
"KP,:<9(Z.T'2CW7X,5/[.+/M]?I!#B._D6NTUJ-%-!`E+/M[+/F&(]U3""QU1DS:;7`1(";"IV=?S2HPJ5K\';T3GULAR(";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;38;;;Auvergne - Rhône-Alpes;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;54.0;;;Satisfaisant;1893;;Non;2021-12-31
"O;]D')`T)&>RY6]""<_D(T!/HN<.>$X0#D][EX@D:L?Q5,/L_#_>:S<Q\7CC.7+BS_Y?+";F&0[`_]<WVPPRI4]BPP97,;SITE BOUXWILLER;FORET BOUXWILLER;Espace naturel;Espace naturel;;Bouxwiller;67;67330;67061;Grand-Est;France;48.824858;7.482759;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;11401384.0;;;;;;Non;2021-12-31
OY<.V:3L<M<&#\,$5.T>^&/G61F.DG<+$!\1>CLTHHLM$/G28WEI*0C$2TM8X''JFH]);D7BL.X843$)?83+R@VO9]-;SITE LA-FAYE-DE-MONTROND;FORET LA-FAYE-DE-MONTROND;Espace naturel;Espace naturel;;;39;;;Bourgogne - Franche-Comté;France;-;-;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;8486147.0;;;;;;Non;2021-12-31
"OY<.V:3L<M<&#\,$5.T>^&/JHY'8V6T:#?C('-I2L\W-(/PCZQZWL@4;X_LA+)H2RI'*";"D.^&#-@DQE='YEF;=:D+J$";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;39;;;Bourgogne - Franche-Comté;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Non;2021-12-31
FRCO/101050/187585;IB00100044387;SITE PENITENTIAIRE BESANCON;ENCEINTE MAISON D'ARRET BESANCON;Bâtiment sanitaire ou social;Enceinte pénitentiaire;5  R LOUIS PERGAUD;Besançon;25;25000;25056;Bourgogne - Franche-Comté;France;47.236535;6.007062;Justice;Services Pénitentiaires;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;11938.0;2751272.977;;;1896;;Oui;2021-12-31
AUVE/125079/152816;IB00100012894;Direction de la PJJ - UEMO - MOULINS;BUREAUX UEMO MOULINS;Bureau;Immeuble de bureaux;13  AV MEUNIER;Moulins;3;03000;03190;Auvergne - Rhône-Alpes;France;46.559369;3.336979;Justice;Protection Judiciaire de la Jeunesse;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;293.0;1323.29;;Peu satisfaisant;;Oui;Oui;2021-12-31
